Entry	KEGG	Entry name	Protein names	Gene names	Gene ontology IDs
A9U3Q4	PHYPADRAFT_228033	A9U3Q4_PHYPA	Predicted protein	PHYPADRAFT_228033	GO:0003824
A9TUT5	PHYPADRAFT_97559	A9TUT5_PHYPA	Predicted protein	PHYPADRAFT_97559	
A9RSY8	PHYPADRAFT_160829	A9RSY8_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_160829	
A9RST7	PHYPADRAFT_70091	A9RST7_PHYPA	Predicted protein	PHYPADRAFT_70091	
A9RMC4	PHYPADRAFT_116653	A9RMC4_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_116653	
A9RVU6	PHYPADRAFT_205949	A9RVU6_PHYPA	Predicted protein	PHYPADRAFT_205949	GO:0006633; GO:0016021; GO:0005506; GO:0016491
A9TMJ7	PHYPADRAFT_94694	A9TMJ7_PHYPA	Predicted protein	PHYPADRAFT_94694	
A9RKF0	PHYPADRAFT_175868	A9RKF0_PHYPA	Arginine decarboxylase (EC 4.1.1.19)	PHYPADRAFT_175868	GO:0006527; GO:0008792; GO:0008295
A9RZF5	PHYPADRAFT_72568	A9RZF5_PHYPA	Predicted protein	PHYPADRAFT_72568	
A9REX7	PHYPADRAFT_65228	A9REX7_PHYPA	Predicted protein	PHYPADRAFT_65228	
A9RJQ4	PHYPADRAFT_159487	A9RJQ4_PHYPA	Predicted protein	PHYPADRAFT_159487	
A9RTG4	PHYPADRAFT_29816	A9RTG4_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_29816	GO:0043565; GO:0003700
A9RZ81	PHYPADRAFT_72491	A9RZ81_PHYPA	Predicted protein	PHYPADRAFT_72491	
A9S3N3	PHYPADRAFT_74146	A9S3N3_PHYPA	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Oligosaccharyl transferase subunit DAD1) (EC 2.4.99.18)	PHYPADRAFT_74146	GO:0004579; GO:0016021; GO:0008250; GO:0006486
A9TWC5	PHYPADRAFT_98155	A9TWC5_PHYPA	Predicted protein	PHYPADRAFT_98155	
A9RKA2	PHYPADRAFT_159607	A9RKA2_PHYPA	Predicted protein	PHYPADRAFT_159607	GO:0004591; GO:0030976; GO:0006099
A9U659	PHYPADRAFT_103017	A9U659_PHYPA	Predicted protein	PHYPADRAFT_103017	
A9S4Y1	PHYPADRAFT_74643	A9S4Y1_PHYPA	Predicted protein	PHYPADRAFT_74643	
A9S252	PHYPADRAFT_162395	A9S252_PHYPA	Predicted protein	PHYPADRAFT_162395	
A9S534	PHYPADRAFT_74698	A9S534_PHYPA	Predicted protein	PHYPADRAFT_74698	
A9S497	PHYPADRAFT_124139	A9S497_PHYPA	Predicted protein	PHYPADRAFT_124139	GO:0008168
A9S267	PHYPADRAFT_122983	A9S267_PHYPA	Predicted protein	PHYPADRAFT_122983	
A9S9L9	PHYPADRAFT_163637	A9S9L9_PHYPA	Predicted protein	PHYPADRAFT_163637	
A9RKD1	PHYPADRAFT_67316	A9RKD1_PHYPA	Predicted protein	PHYPADRAFT_67316	
A9SEP7	PHYPADRAFT_229051	A9SEP7_PHYPA	Predicted protein	PHYPADRAFT_229051	
A9S8F1	PHYPADRAFT_163466	A9S8F1_PHYPA	Predicted protein	PHYPADRAFT_163466	
A9S436	PHYPADRAFT_74315	A9S436_PHYPA	Predicted protein	PHYPADRAFT_74315	
A9S6Z5	PHYPADRAFT_75547	A9S6Z5_PHYPA	Predicted protein	PHYPADRAFT_75547	
A9S0S7	PHYPADRAFT_73072	A9S0S7_PHYPA	Predicted protein	PHYPADRAFT_73072	
A9RNV6	PHYPADRAFT_26444	A9RNV6_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_26444	
A9U100	PHYPADRAFT_200191	A9U100_PHYPA	Predicted protein	PHYPADRAFT_200191	GO:0045454; GO:0006662; GO:0015035
A9RKC9	PHYPADRAFT_115723	A9RKC9_PHYPA	Predicted protein	PHYPADRAFT_115723	GO:0043531
A9SGD0	PHYPADRAFT_229483	A9SGD0_PHYPA	Predicted protein	PHYPADRAFT_229483	GO:0005975; GO:0004553
A9SID8	PHYPADRAFT_130224	A9SID8_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_130224	GO:0008270
A9SJ20	PHYPADRAFT_80097	A9SJ20_PHYPA	Predicted protein	PHYPADRAFT_80097	
A9U0H9	PHYPADRAFT_153798	A9U0H9_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_153798	
A9SFX5	PHYPADRAFT_78845	A9SFX5_PHYPA	Predicted protein	PHYPADRAFT_78845	
A9SKA8	PHYPADRAFT_165373	A9SKA8_PHYPA	Predicted protein	PHYPADRAFT_165373	
A9S581	PHYPADRAFT_74749	A9S581_PHYPA	Predicted protein	PHYPADRAFT_74749	
A9SFP6	PHYPADRAFT_57686	A9SFP6_PHYPA	Predicted protein	PHYPADRAFT_57686	GO:0005829; GO:0005634
A9SUK8	PHYPADRAFT_188576	A9SUK8_PHYPA	Ammonium transporter	PHYPADRAFT_188576	GO:0008519; GO:0016021
A9STH0	PHYPADRAFT_83774	A9STH0_PHYPA	Predicted protein	PHYPADRAFT_83774	
A9SWL3	PHYPADRAFT_234266	A9SWL3_PHYPA	Predicted protein	PHYPADRAFT_234266	
A9SAX8	PHYPADRAFT_126884	A9SAX8_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_126884	
A9SNE7	PHYPADRAFT_47002	A9SNE7_PHYPA	Uncharacterized protein (Fragment)	PHYPADRAFT_47002	
A9SH45	PHYPADRAFT_129776	A9SH45_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_129776	
A9SKD2	PHYPADRAFT_80582	A9SKD2_PHYPA	Predicted protein	PHYPADRAFT_80582	
A9S0Y9	PHYPADRAFT_73141	A9S0Y9_PHYPA	Predicted protein	PHYPADRAFT_73141	
A9SYU8	PHYPADRAFT_85834	A9SYU8_PHYPA	Predicted protein	PHYPADRAFT_85834	GO:0003676; GO:0000166
A9SMN3	PHYPADRAFT_81458	A9SMN3_PHYPA	Predicted protein	PHYPADRAFT_81458	
A9SSQ8	PHYPADRAFT_166360	A9SSQ8_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_166360	
A9SWV2	PHYPADRAFT_234297	A9SWV2_PHYPA	Predicted protein	PHYPADRAFT_234297	GO:0006633; GO:0016021; GO:0005506; GO:0016491
A9SY67	PHYPADRAFT_137281	A9SY67_PHYPA	Predicted protein	PHYPADRAFT_137281	
A9T985	PHYPADRAFT_89746	A9T985_PHYPA	Predicted protein	PHYPADRAFT_89746	
A9S096	PHYPADRAFT_20916	A9S096_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_20916	
A9T4F8	PHYPADRAFT_87952	A9T4F8_PHYPA	Predicted protein	PHYPADRAFT_87952	
A9S9D6	PHYPADRAFT_76305	A9S9D6_PHYPA	Predicted protein	PHYPADRAFT_76305	
A9SYR3	PHYPADRAFT_85792	A9SYR3_PHYPA	Predicted protein	PHYPADRAFT_85792	
A9SYN7	PHYPADRAFT_167152	A9SYN7_PHYPA	Predicted protein	PHYPADRAFT_167152	
A9T1Y5	PHYPADRAFT_167639	A9T1Y5_PHYPA	Predicted protein	PHYPADRAFT_167639	
A9SZQ4	PHYPADRAFT_86175	A9SZQ4_PHYPA	Predicted protein	PHYPADRAFT_86175	
A9T0F6	PHYPADRAFT_190421	A9T0F6_PHYPA	Predicted protein	PHYPADRAFT_190421	GO:0005737; GO:0006007; GO:0030145; GO:0004619
A9TDC5	PHYPADRAFT_91299	A9TDC5_PHYPA	Predicted protein	PHYPADRAFT_91299	
A9T641	PHYPADRAFT_168277	A9T641_PHYPA	Predicted protein	PHYPADRAFT_168277	
A9TDV7	PHYPADRAFT_144062	A9TDV7_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_144062	GO:0006096; GO:0004619
A9TC07	PHYPADRAFT_220898	A9TC07_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_220898	GO:0003677; GO:0003682
A9SMK1	PHYPADRAFT_132330	A9SMK1_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_132330	GO:0009570; GO:0015979
A9TFL4	PHYPADRAFT_92127	A9TFL4_PHYPA	Predicted protein	PHYPADRAFT_92127	
A9TGG1	PHYPADRAFT_145201	A9TGG1_PHYPA	Predicted protein	PHYPADRAFT_145201	
A9TYS6	PHYPADRAFT_99063	A9TYS6_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_99063	
A9T3S6	PHYPADRAFT_87699	A9T3S6_PHYPA	Predicted protein	PHYPADRAFT_87699	
A9TN68	PHYPADRAFT_223836	A9TN68_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_223836	
A9T9F5	PHYPADRAFT_89817	A9T9F5_PHYPA	Predicted protein	PHYPADRAFT_89817	
A9TGQ2	PHYPADRAFT_92539	A9TGQ2_PHYPA	Predicted protein	PHYPADRAFT_92539	
A9SA55	PHYPADRAFT_76558	A9SA55_PHYPA	Uncharacterized protein	PHYPADRAFT_76558	GO:0003676; GO:0008270
A9TWC1	PHYPADRAFT_98150	A9TWC1_PHYPA	Predicted protein	PHYPADRAFT_98150	
A9TGT5	PHYPADRAFT_170009	A9TGT5_PHYPA	Predicted protein	PHYPADRAFT_170009	
A9U498	PHYPADRAFT_101868	A9U498_PHYPA	Predicted protein	PHYPADRAFT_101868	
A9TA33	PHYPADRAFT_220270	A9TA33_PHYPA	Predicted protein	PHYPADRAFT_220270	GO:0005783
A9U318	PHYPADRAFT_101131	A9U318_PHYPA	Predicted protein	PHYPADRAFT_101131	
A9TM22	PHYPADRAFT_147566	A9TM22_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_147566	GO:0005524; GO:0004674; GO:0009966
A9U2L4	PHYPADRAFT_227743	A9U2L4_PHYPA	Predicted protein	PHYPADRAFT_227743	GO:0046923; GO:0016021; GO:0006621
A9U7W1	PHYPADRAFT_39498	A9U7W1_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_39498	GO:0005525
A9RJF9	PHYPADRAFT_66936	A9RJF9_PHYPA	Predicted protein	PHYPADRAFT_66936	
A9SA50	PHYPADRAFT_76553	A9SA50_PHYPA	Uncharacterized protein	PHYPADRAFT_76553	
A9TBL7	PHYPADRAFT_193512	A9TBL7_PHYPA	Sensory histidine protein kinase	PHYPADRAFT_193512	GO:0016020; GO:0000155
A9T024	PHYPADRAFT_138223	A9T024_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_138223	
A9U0C2	PHYPADRAFT_227152	A9U0C2_PHYPA	Predicted protein	PHYPADRAFT_227152	GO:0003723; GO:0015935; GO:0003735; GO:0006412
A9U819	PHYPADRAFT_104175	A9U819_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_104175	
A9RNP5	PHYPADRAFT_68477	A9RNP5_PHYPA	Predicted protein	PHYPADRAFT_68477	
A9TM90	PHYPADRAFT_94584	A9TM90_PHYPA	Predicted protein	PHYPADRAFT_94584	
A9TTL8	PHYPADRAFT_96967	A9TTL8_PHYPA	Predicted protein	PHYPADRAFT_96967	GO:0003676; GO:0008270
A9SAM1	PHYPADRAFT_76789	A9SAM1_PHYPA	Predicted protein	PHYPADRAFT_76789	
A9TYX5	PHYPADRAFT_99120	A9TYX5_PHYPA	Predicted protein	PHYPADRAFT_99120	
A9SR45	PHYPADRAFT_233823	A9SR45_PHYPA	Predicted protein	PHYPADRAFT_233823	GO:0003677; GO:0006355
A9T6U1	PHYPADRAFT_141239	A9T6U1_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_141239	
A9T4Y2	PHYPADRAFT_19854	A9T4Y2_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_19854	GO:0003677
A9SMY9	PHYPADRAFT_81570	A9SMY9_PHYPA	Predicted protein	PHYPADRAFT_81570	GO:0005576; GO:0009664
A9S094	PHYPADRAFT_49777	A9S094_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_49777	
A9SZ16	PHYPADRAFT_44714	A9SZ16_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_44714	GO:0005524; GO:0004674
A9S0A7	PHYPADRAFT_122340	A9S0A7_PHYPA	Predicted protein	PHYPADRAFT_122340	
A9SHI1	PHYPADRAFT_79494	A9SHI1_PHYPA	Predicted protein	PHYPADRAFT_79494	
A9U3X2	PHYPADRAFT_155752	A9U3X2_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_155752	
A9TF12	PHYPADRAFT_91909	A9TF12_PHYPA	Predicted protein	PHYPADRAFT_91909	
A9U418	PHYPADRAFT_101665	A9U418_PHYPA	Predicted protein	PHYPADRAFT_101665	
A9SWV3	PHYPADRAFT_37452	A9SWV3_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_37452	GO:0004672
A9REI8	PHYPADRAFT_65083	A9REI8_PHYPA	Predicted protein	PHYPADRAFT_65083	
A9TE91	PHYPADRAFT_91628	A9TE91_PHYPA	Predicted protein	PHYPADRAFT_91628	
A9ZME6		A9ZME6_PHYPA	Knotted1-like homeobox transcription factor MKN2 (Fragment)	MKN2	GO:0003677 GO:0005634; GO:0006355
A9RME4	PHYPADRAFT_159964	A9RME4_PHYPA	Predicted protein	PHYPADRAFT_159964	
A9REB8	PHYPADRAFT_39293	A9REB8_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_39293	
A9TS85	PHYPADRAFT_149716	A9TS85_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_149716	GO:0010181; GO:0016491
A9TCB9	PHYPADRAFT_90910	A9TCB9_PHYPA	Predicted protein	PHYPADRAFT_90910	
A9TZJ9	PHYPADRAFT_172857	A9TZJ9_PHYPA	Predicted protein	PHYPADRAFT_172857	
A9TS61	PHYPADRAFT_96428	A9TS61_PHYPA	Predicted protein	PHYPADRAFT_96428	
A0A060PRG1		A0A060PRG1_PHYPA	Guanine nucleotide exchange factor for Rop/RAC small GTPase		GO:0005089
A9SCB7	PHYPADRAFT_77434	A9SCB7_PHYPA	Predicted protein	PHYPADRAFT_77434	
A9U3Z4	PHYPADRAFT_101637	A9U3Z4_PHYPA	Predicted protein	PHYPADRAFT_101637	
A9SZ18	PHYPADRAFT_107211	A9SZ18_PHYPA	Predicted protein	PHYPADRAFT_107211	GO:0005634
A9TE04	PHYPADRAFT_91531	A9TE04_PHYPA	Predicted protein	PHYPADRAFT_91531	
Q2ABG4		Q2ABG4_PHYPA	Transcription factor ABI3-like	PpABI3C	GO:0003677
Q3Y543		Q3Y543_PHYPA	Sucrose-phosphate synthase 2 (EC 2.4.1.14)		GO:0009058 GO:0005985; GO:0046524
A9TDE1	PHYPADRAFT_91233	A9TDE1_PHYPA	Predicted protein	PHYPADRAFT_91233	
A9TL41	PHYPADRAFT_94172	A9TL41_PHYPA	Predicted protein	PHYPADRAFT_94172	
Q9AXN8		Q9AXN8_PHYPA	PSII subunit PsbW (Fragment)		GO:0009507 GO:0015979; GO:0009523
Q3LHH9		Q3LHH9_PHYPA	DD-carboxypeptidase (Fragment)		GO:0004180
A9TKS9	PHYPADRAFT_94055	A9TKS9_PHYPA	Predicted protein	PHYPADRAFT_94055	
Q1XGB9	PhpafMp15	Q1XGB9_PHYPA	Succinate dehydrogenase subunit 3	sdh3	GO:0009055; GO:0005739; GO:0000104; GO:0045281; GO:0006099
V5XLI3		V5XLI3_PHYPA	Receptor kinase-like protein (Fragment)	Xa21	GO:0016301
A2V814		A2V814_PHYPA	Chloroplast unusual positioning 1B	CHUP1B	
B3XXG9		B3XXG9_PHYPA	GA20 oxidase-like protein	PpGA20ox1	GO:0046872 GO:0016706
K0H6Z1		K0H6Z1_PHYPA	Elongase	ELO1	GO:0009922 GO:0016021; GO:0008152
A1ILJ3		A1ILJ3_PHYPA	Nitrate transporter	NRT28	GO:0016021; GO:0055085
Q7XB30		Q7XB30_PHYPA	Calmodulin-binding protein phosphatase	CaMPP	GO:0003824
Q8L6F8		Q8L6F8_PHYPA	DNA-directed RNA polymerase (EC 2.7.7.6)	rpoT2	GO:0003677 GO:0003899; GO:0006351
Q1XGD3	PhpafMp01	Q1XGD3_PHYPA	Cytochrome c oxidase subunit 1 (EC 1.9.3.1)	cox1	GO:0009060; GO:0005507; GO:0004129; GO:0022900; GO:0020037; GO:0016021; GO:0005506; GO:0005743; GO:0006119; GO:0005886; GO:0070469
Q8LPB8		Q8LPB8_PHYPA	PpC8 protein (Fragment)	PpC8	GO:0043531
B7SBA1		B7SBA1_PHYPA	4-coumarate:coenzyme A ligase 3 (EC 6.2.1.12)	4CL3	GO:0016207
M1HJ67		M1HJ67_PHYPA	Arginine/serine-rich splicing factor RS2Z37 transcript II	RS2Z37	GO:0000166
A9RCK4	PHYPADRAFT_64129	A9RCK4_PHYPA	Predicted protein	PHYPADRAFT_64129	
A9RDT6	PHYPADRAFT_111967	A9RDT6_PHYPA	Predicted protein	PHYPADRAFT_111967	GO:0016874; GO:0004842
A9RGK3	PHYPADRAFT_158944	A9RGK3_PHYPA	Predicted protein	PHYPADRAFT_158944	
A9S6C8	PHYPADRAFT_163079	A9S6C8_PHYPA	Predicted protein	PHYPADRAFT_163079	GO:0006865; GO:0016021
A9SBL8	PHYPADRAFT_77160	A9SBL8_PHYPA	Predicted protein	PHYPADRAFT_77160	
A9S522	PHYPADRAFT_74685	A9S522_PHYPA	Predicted protein	PHYPADRAFT_74685	
A9S8E7	PHYPADRAFT_125825	A9S8E7_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_125825	GO:0009507; GO:0009658; GO:0006098
A9RTS3	PHYPADRAFT_70450	A9RTS3_PHYPA	Uncharacterized protein	PHYPADRAFT_70450	
A9S4G6	PHYPADRAFT_123943	A9S4G6_PHYPA	Predicted protein	PHYPADRAFT_123943	GO:0015012; GO:0016021
A9RSW6	PHYPADRAFT_70125	A9RSW6_PHYPA	Predicted protein	PHYPADRAFT_70125	
A9S1L0	PHYPADRAFT_73269	A9S1L0_PHYPA	Predicted protein	PHYPADRAFT_73269	
A9SQP2	PHYPADRAFT_62926	A9SQP2_PHYPA	Predicted protein	PHYPADRAFT_62926	GO:0016021
A9SVQ1	PHYPADRAFT_84608	A9SVQ1_PHYPA	Predicted protein	PHYPADRAFT_84608	
A9SV26	PHYPADRAFT_84372	A9SV26_PHYPA	Predicted protein	PHYPADRAFT_84372	
A9SLD7	PHYPADRAFT_80973	A9SLD7_PHYPA	Predicted protein	PHYPADRAFT_80973	
A9RC75	PHYPADRAFT_64425	A9RC75_PHYPA	Predicted protein	PHYPADRAFT_64425	
A9SBY8	PHYPADRAFT_77289	A9SBY8_PHYPA	Predicted protein	PHYPADRAFT_77289	
A9RRK7	PHYPADRAFT_204977	A9RRK7_PHYPA	Predicted protein	PHYPADRAFT_204977	
A9SXB8	PHYPADRAFT_39058	A9SXB8_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_39058	GO:0003677; GO:0005634; GO:0003700; GO:0006351
A9SWT3	PHYPADRAFT_216581	A9SWT3_PHYPA	Predicted protein	PHYPADRAFT_216581	GO:0015986; GO:0015078; GO:0000276
A9SPE2	PHYPADRAFT_214411	A9SPE2_PHYPA	Predicted protein	PHYPADRAFT_214411	GO:0005840; GO:0003735; GO:0006412
A9TGA7	PHYPADRAFT_92388	A9TGA7_PHYPA	Predicted protein	PHYPADRAFT_92388	
A9SPG8	PHYPADRAFT_166011	A9SPG8_PHYPA	Predicted protein	PHYPADRAFT_166011	
A9TCQ1	PHYPADRAFT_91048	A9TCQ1_PHYPA	Predicted protein	PHYPADRAFT_91048	
A9SBL0	PHYPADRAFT_127200	A9SBL0_PHYPA	Predicted protein	PHYPADRAFT_127200	GO:0009058; GO:0003824; GO:0030170
A9RWK0	PHYPADRAFT_71482	A9RWK0_PHYPA	Predicted protein	PHYPADRAFT_71482	
A9T7N9	PHYPADRAFT_89167	A9T7N9_PHYPA	Predicted protein	PHYPADRAFT_89167	
A9TLL0	PHYPADRAFT_223462	A9TLL0_PHYPA	Predicted protein	PHYPADRAFT_223462	
A9TSX9	PHYPADRAFT_150102	A9TSX9_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_150102	GO:0016491
A9SXT5	PHYPADRAFT_137071	A9SXT5_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_137071	GO:0005744; GO:0015031
A9TLY2	PHYPADRAFT_94473	A9TLY2_PHYPA	Predicted protein	PHYPADRAFT_94473	
A9U246	PHYPADRAFT_200465	A9U246_PHYPA	Predicted protein	PHYPADRAFT_200465	GO:0019843; GO:0005840; GO:0003735; GO:0006412
A9U1N0	PHYPADRAFT_100416	A9U1N0_PHYPA	Predicted protein	PHYPADRAFT_100416	
A9TPP2	PHYPADRAFT_95518	A9TPP2_PHYPA	Predicted protein	PHYPADRAFT_95518	
A9U1A1	PHYPADRAFT_100273	A9U1A1_PHYPA	Predicted protein	PHYPADRAFT_100273	
A9T0X4	PHYPADRAFT_86621	A9T0X4_PHYPA	Predicted protein	PHYPADRAFT_86621	
A9U0K8	PHYPADRAFT_153849	A9U0K8_PHYPA	Predicted protein	PHYPADRAFT_153849	GO:0005525; GO:0005509
A9SLE9	PHYPADRAFT_186213	A9SLE9_PHYPA	Predicted protein	PHYPADRAFT_186213	GO:0008270
A9SP07	PHYPADRAFT_230356	A9SP07_PHYPA	Predicted protein	PHYPADRAFT_230356	
A9TIW1	PHYPADRAFT_93401	A9TIW1_PHYPA	Predicted protein	PHYPADRAFT_93401	
A9U6J7	PHYPADRAFT_103295	A9U6J7_PHYPA	Predicted protein	PHYPADRAFT_103295	
A9SXM5	PHYPADRAFT_85360	A9SXM5_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_85360	
A9RRJ0	PHYPADRAFT_69656	A9RRJ0_PHYPA	Predicted protein	PHYPADRAFT_69656	
A9RKZ4	PHYPADRAFT_116035	A9RKZ4_PHYPA	Predicted protein	PHYPADRAFT_116035	
A9RKW5	PHYPADRAFT_159704	A9RKW5_PHYPA	Predicted protein	PHYPADRAFT_159704	
A9SUC1	PHYPADRAFT_84088	A9SUC1_PHYPA	Predicted protein	PHYPADRAFT_84088	
A9U7R8	PHYPADRAFT_104029	A9U7R8_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_104029	
A9S2L0	PHYPADRAFT_208036	A9S2L0_PHYPA	Predicted protein	PHYPADRAFT_208036	GO:0008168
A9U7N3	PHYPADRAFT_103978	A9U7N3_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_103978	
A9TYL9	PHYPADRAFT_99004	A9TYL9_PHYPA	Predicted protein	PHYPADRAFT_99004	
A9RFD8	PHYPADRAFT_113417	A9RFD8_PHYPA	V-type proton ATPase subunit a	PHYPADRAFT_113417	GO:0015991; GO:0015078; GO:0016021; GO:0000220
A9SQ59	PHYPADRAFT_82427	A9SQ59_PHYPA	Predicted protein	PHYPADRAFT_82427	
A9SWG8	PHYPADRAFT_36360	A9SWG8_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_36360	
A9S8H5	PHYPADRAFT_19068	A9S8H5_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_19068	
A9RS66	PHYPADRAFT_69856	A9RS66_PHYPA	Predicted protein	PHYPADRAFT_69856	
A9TG67	PHYPADRAFT_92272	A9TG67_PHYPA	Predicted protein	PHYPADRAFT_92272	
A9TCY3	PHYPADRAFT_221086	A9TCY3_PHYPA	Predicted protein	PHYPADRAFT_221086	GO:0016491
A9TAB8	PHYPADRAFT_90137	A9TAB8_PHYPA	Predicted protein	PHYPADRAFT_90137	GO:0006886; GO:0016192; GO:0008270
A9T6U5	PHYPADRAFT_168412	A9T6U5_PHYPA	Predicted protein	PHYPADRAFT_168412	
A9TUK1	PHYPADRAFT_172034	A9TUK1_PHYPA	Predicted protein	PHYPADRAFT_172034	
A9TCP7	PHYPADRAFT_91044	A9TCP7_PHYPA	Predicted protein	PHYPADRAFT_91044	
A9TCJ7	PHYPADRAFT_90991	A9TCJ7_PHYPA	Predicted protein	PHYPADRAFT_90991	
A9TZY7	PHYPADRAFT_99500	A9TZY7_PHYPA	Predicted protein	PHYPADRAFT_99500	
A9RE35	PHYPADRAFT_64884	A9RE35_PHYPA	Predicted protein	PHYPADRAFT_64884	
A9TXQ5	PHYPADRAFT_152376	A9TXQ5_PHYPA	Putative histone deacetylase complex, SIN3 component	SNT1501 PHYPADRAFT_152376	GO:0005634; GO:0006355
A9RDH8	PHYPADRAFT_112224	A9RDH8_PHYPA	Predicted protein	PHYPADRAFT_112224	
A9TI38	PHYPADRAFT_93051	A9TI38_PHYPA	Predicted protein	PHYPADRAFT_93051	
A9TD06	PHYPADRAFT_91155	A9TD06_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_91155	
A9TTX1	PHYPADRAFT_108784	A9TTX1_PHYPA	Pyruvate kinase (EC 2.7.1.40)	PHYPADRAFT_108784	GO:0006096; GO:0000287; GO:0030955; GO:0004743
A9RF76	PHYPADRAFT_65531	A9RF76_PHYPA	Predicted protein	PHYPADRAFT_65531	
A9RE63	PHYPADRAFT_112481	A9RE63_PHYPA	Predicted protein	PHYPADRAFT_112481	GO:0003676; GO:0000166
A9RGF2	PHYPADRAFT_27315	A9RGF2_PHYPA	Uncharacterized protein (Fragment)	PHYPADRAFT_27315	
A9T3Y2	PHYPADRAFT_87757	A9T3Y2_PHYPA	Predicted protein	PHYPADRAFT_87757	
A9RKM6	PHYPADRAFT_67420	A9RKM6_PHYPA	Predicted protein	PHYPADRAFT_67420	
A9SK17	PHYPADRAFT_229881	A9SK17_PHYPA	Predicted protein	PHYPADRAFT_229881	GO:0005783; GO:0016021; GO:0006886
A9RNF0	PHYPADRAFT_176673	A9RNF0_PHYPA	Predicted protein	PHYPADRAFT_176673	
A9RKF2	PHYPADRAFT_67340	A9RKF2_PHYPA	Predicted protein	PHYPADRAFT_67340	
A9RNW4	PHYPADRAFT_68552	A9RNW4_PHYPA	Predicted protein	PHYPADRAFT_68552	
A9SQ62	PHYPADRAFT_133424	A9SQ62_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_133424	GO:0016874; GO:0004842
A9RPZ8	PHYPADRAFT_160328	A9RPZ8_PHYPA	Rab18/RabC-family small GTPase	RabC14 PHYPADRAFT_160328	GO:0005525; GO:0015031; GO:0007264
A9RTB6	PHYPADRAFT_70282	A9RTB6_PHYPA	Predicted protein	PHYPADRAFT_70282	
A9RIG8	PHYPADRAFT_66568	A9RIG8_PHYPA	Predicted protein	PHYPADRAFT_66568	
A9RSB7	PHYPADRAFT_22604	A9RSB7_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_22604	
A9RIZ7	PHYPADRAFT_66763	A9RIZ7_PHYPA	Predicted protein	PHYPADRAFT_66763	
A9RTK6	PHYPADRAFT_70377	A9RTK6_PHYPA	Predicted protein	PHYPADRAFT_70377	
A9S8N5	PHYPADRAFT_47783	A9S8N5_PHYPA	BAH-PHD domain-containing protein (Fragment)	EBP1503 PHYPADRAFT_47783	GO:0003682; GO:0008270
A9RKG3	PHYPADRAFT_67352	A9RKG3_PHYPA	Predicted protein	PHYPADRAFT_67352	
A9RKH7	PHYPADRAFT_67366	A9RKH7_PHYPA	Predicted protein	PHYPADRAFT_67366	
A9S0J6	PHYPADRAFT_72981	A9S0J6_PHYPA	Predicted protein	PHYPADRAFT_72981	
A9RNM7	PHYPADRAFT_117216	A9RNM7_PHYPA	Predicted protein	PHYPADRAFT_117216	GO:0004252
A9RYY2	PHYPADRAFT_72298	A9RYY2_PHYPA	Predicted protein	PHYPADRAFT_72298	
A9RVT8	PHYPADRAFT_161218	A9RVT8_PHYPA	Predicted protein	PHYPADRAFT_161218	
A9RU27	PHYPADRAFT_205600	A9RU27_PHYPA	Uncharacterized protein	PHYPADRAFT_205600	GO:0005840; GO:0003735; GO:0006412
