Gene	F163	F164	F165	F166	F167	F168	F169
Pp1s35_305V6.1	0	0	0	0	0	0	0
tr|Q1XG99|Q1XG99_PHYPA	0	0	0	0	0	0	0
Pp1s15_298V6.2	0	0	0	0	0	0	0
Pp1s115_78V6.1	0	0	0	0	0	0	0
Pp1s33_44V6.1 (+2)	0	0	0	0	0	0	0
Pp1s135_115V6.1	0	0	0	0	0	0	0
Pp1s391_39V6.1	0	0	0	0	0	0	0
Pp1s195_27V6.1	0	0	0	0	0	0	0
Pp1s279_38V6.1	0	0	0	0	0	0	0
Pp1s167_76V6.1 (+1)	0	0	0	0	0	0	0
Pp1s22_222V6.1	0	0	0	0	0	0	0
Pp1s29_101V6.1	0	0	0	0	0	0	0
Pp1s59_325V6.1	0	0	0	0	0	0	0
Pp1s37_241V6.1	0	0	0	0	0	0	0
Pp1s59_186V6.1 (+1)	0	0	0	0	0	0	0
Pp1s112_233V6.1 (+3)	0	0	0	0	0	0	0
tr|A9SN81|A9SN81_PHYPA	0.17561	0	0	0	0	0	0
Pp1s206_101V6.1	0	0	0	0	0	0	0
Pp1s3_92V6.1	0	0	0	0	0	0	0
Pp1s130_99V6.1 (+2)	0	0	0	0	0	0	0
Pp1s156_78V6.1 (+1)	0	0	0	0	0	0	0
Pp1s35_276V6.1	0	0	0	0	0	0	0
Pp1s235_92V6.1 (+1)	0	0	0	0	0	0	0
REV_tr|A9RZP2|A9RZP2_PHYPA	0	0	0	0	0	0	0
Pp1s92_47V6.1	0	0	0	0	0	0	0
Pp1s507_6V6.1	0	0	0	0	0	0	0
Pp1s32_177V6.1 (+1)	0	0	0	0	0	0	0
Pp1s10_315V6.1	0	0	0	0	0	0	0
Pp1s234_17V6.1 (+1)	0	0	0	0	0	0	0
Pp1s1_59V6.1	0	0	0	0	0	0	0
Pp1s235_83V6.1	0	0	0	0	0	0	0
Pp1s12_143V6.1	0	0	0	0	0	0	0
Pp1s6_202V6.1	0	0	0	0	0	0	0
Pp1s167_21V6.1 (+1)	0	0.10092	0	0	0	0	0
Pp1s149_51V6.2	0	0	0	0	0.070276	0	0
Pp1s126_82V6.1 (+1)	0	0	0	0.060884	0	0	0
Pp1s102_133V6.1 (+1)	0	0	0	0	0	0	0
Pp1s107_181V6.1 (+3)	0	0	0	0	0	0	0
Pp1s13_239V6.1	0	0	0	0	0	0	0
Pp1s15_391V6.1	0	0	0	0	0	0	0
Pp1s28_306V6.1 (+1)	0	0	0	0	0	0	0
Pp1s290_44V6.1	0	0	0	0	0	0	0
Pp1s2_216V6.1	0	0	0	0	0	0	0
Pp1s433_22V6.1	0	0	0	0	0	0	0
Pp1s52_261V6.1	0	0	0	0	0	0	0
REV_tr|A9TTR5|A9TTR5_PHYPA	0	0	0	0	0	0	0
tr|A9STA9|A9STA9_PHYPA	0	0	0	0	0	0	0
Pp1s142_94V6.1	0	0	0	0	0.02622	0	0
Pp1s16_248V6.1	0	0	0	0.019449	0	0	0
Pp1s106_48V6.1 (+1)	0	0	0	0	0	0	0
Pp1s316_61V6.1	0	0	0	0	0	0	0
Pp1s1_168V6.1 (+1)	0.41449	0	0	0	0	0	0
Pp1s3_646V6.1	0	0	0	0	0	0	0
Pp1s9_317V6.1 (+1)	0	0	0	0	0	0	0
Pp1s240_23V6.1 (+1)	0	0	0	0	0	0	0
Pp1s332_29V6.1	0	0	0	0	0	0	0
Pp1s90_40V6.1	0	0	0	0	0	0	0
Pp1s297_4V6.1	0	0	0	0	0.078401	0	0.078401
REV_Pp1s11_157V6.1	0	0	0	0	0	0	0
Pp1s77_262V6.1	0	0	0	0	0	0	0.01046
REV_Pp1s364_8V6.1	0	0	0	0	0	0	0
REV_Pp1s166_101V6.1	0	0	0.017701	0	0	0	0
REV_Pp1s344_26V6.2	0.020232	0	0	0	0	0	0
Pp1s145_162V6.1	0	0	0	0	0	0	0
REV_tr|A9S6A5|A9S6A5_PHYPA	0	0	0.038117	0	0	0	0
Pp1s174_123V6.1 (+1)	0	0	0	0	0	0	0
REV_tr|A9RC63|A9RC63_PHYPA (+2)	0	0	0	0.20236	0.20236	0	0
Pp1s59_161V6.1 (+7)	0	0	0	0	0	0	0
REV_Pp1s140_24V6.1	0	0	0	0	0.011928	0	0
Pp1s85_74V6.1	0.041245	0	0	0	0	0	0
REV_Pp1s69_29V6.1	0	0	0	0	0	0	0
Pp1s249_64V6.1	0	0	0	0	0	0	0.016027
Pp1s178_58V6.1	0	0	0	0	0	0	0
tr|A9SE39|A9SE39_PHYPA	0.19049	0	0	0	0	0	0
Pp1s9_201V6.1	0	0	0	0	0	0	0
Pp1s20_86V6.1	0	0	0	0	0	0	0
Pp1s276_65V6.1	0	0	0	0	0	0	0
Pp1s262_54V6.1	0	0	0	0	0	0	0
REV_Pp1s20_6V6.1	0	0	0	0	0	0	0
REV_Pp1s156_45V6.1	0	0	0	0	0	0	0
REV_Pp1s136_86V6.1	0	0	0	0	0	0	0
REV_tr|A9TNK7|A9TNK7_PHYPA	0	0	0	0	0	0	0.13019
Pp1s47_88V6.1	0	0	0	0	0	0	0
Pp1s94_48V6.2	0	0	0	0	0	0	0
Pp1s375_27V6.1	0	0	0	0	0	0	0.03229
Pp1s76_8V6.1 (+1)	0	0	0	0	0	0	0
REV_Pp1s381_4V6.1	0	0	0	0	0	0	0
REV_Pp1s523_11V6.1	0	0	0	0	0.060884	0	0
Pp1s39_251V6.1	0	0	0	0	0	0	0.026997
Pp1s63_200V6.1	0	0	0	0	0	0	0
Pp1s80_64V6.1	0	0	0	0	0	0	0
tr|A9SRW2|A9SRW2_PHYPA	0	0	0	0	0	0	0
Pp1s68_295V6.1 (+1)	0	0	0	0	0	0	0
Pp1s162_27V6.1	0	0	0.090858	0	0	0	0
Pp1s170_49V6.1	0	0	0.058326	0	0	0	0
Pp1s190_76V6.1	0	0	0.15114	0	0	0	0
Pp1s22_155V6.1 (+3)	0	0	0.51502	0	0	0	0
Pp1s27_171V6.1	0	0	0.073463	0	0	0	0
Pp1s30_37V6.1	0	0	0.13195	0	0	0	0
Pp1s36_55V6.1	0	0	0.087321	0	0	0	0
Pp1s405_1V6.1	0	0	0.098865	0	0	0	0
Pp1s36_207V6.1	0	0	0	0	0	0	0.045923
Pp1s256_72V6.1	0	0	0	0.33017	0	0	0
Pp1s8_120V6.1	0	0	0	0	0	0.31258	0
Pp1s123_140V6.1 (+2)	0.090858	0	0	0	0	0	0
Pp1s136_224V6.1	0.075753	0	0	0	0	0	0
Pp1s175_51V6.1 (+2)	0.098865	0	0	0	0	0	0
Pp1s207_81V6.1	0.094386	0	0	0	0	0	0
Pp1s28_196V6.1	0.19301	0	0	0	0	0	0
Pp1s9_440V6.1	0.067982	0	0	0	0	0	0
sp|Q6YXQ4|RK32_PHYPA	0	0	0	0	0.52415	0	0
Pp1s25_348V6.1	0	0	0	0	0	0	0.034548
Pp1s126_130V6.1 (+2)	0.12151	0	0.12151	0	0	0	0
Pp1s212_57V6.1	0.12516	0	0.12516	0	0	0	0
Pp1s29_209V6.1	0	0	0.087321	0	0	0	0.087321
Pp1s31_2V6.1	0.086544	0	0.086544	0	0	0	0
Pp1s322_14V6.1	0.083568	0	0.083568	0	0	0	0
Pp1s32_202V6.1	0.17048	0	0.37003	0	0	0	0
Pp1s46_64V6.1	0	0	0.091715	0	0.091715	0	0
Pp1s224_36V6.1	0	0	0	0	0.1996	0	0
Pp1s102_189V6.1 (+1)	0	0	0	0.16667	0.16667	0	0
Pp1s10_245V6.1	0	0	0	0.64312	1.1062	0	0
Pp1s197_80V6.1	0	0	0	0	0.07819	0	0.07819
Pp1s204_5V6.1 (+1)	0	0	0	0.19691	0.19691	0	0
Pp1s219_67V6.1	0.084537	0	0	0	0	0	0.084537
Pp1s222_108V6.1	0	0	0	0.098199	0	0	0.098199
Pp1s23_324V6.1	0	0	0	0	0.17106	0	0.082156
Pp1s244_85V6.1	0	0	0	0	6.7363	4.5766	0
Pp1s253_8V6.1	0	0	0	0	0.35018	0.35018	0
Pp1s256_38V6.1	0.11114	0	0	0	0	0	0.11114
Pp1s286_37V6.1 (+1)	0	0	0	0	0.17561	0	0.17561
Pp1s342_20V6.1	0	0	0	0.062796	0	0	0.062796
Pp1s387_32V6.1	0	0	0	0.092295	0	0	0.092295
Pp1s3_614V6.1 (+7)	0	0	0	0.31894	0	0.51473	0
Pp1s403_16V6.1	0	0	0	0	0	0.17048	0.17048
Pp1s43_126V6.1	0	0	0	0	0.09787	0.09787	0
Pp1s51_46V6.1	0	0	0	0.19049	0.19049	0	0
Pp1s52_110V6.1 (+1)	0	0	0	0	0.18565	0	0.18565
Pp1s87_63V6.1	0	0	0	0	0	0.15153	0.15153
Pp1s97_286V6.1	0	0	0	0.090858	0.090858	0	0
Pp1s213_14V6.1	0	0	0	0	0.11952	0	0
Pp1s178_83V6.1 (+1)	0	0	0	0	0.095939	0	0
Pp1s54_278V6.1	0	0	0.059035	0	0	0	0
REV_tr|A9T9Q5|A9T9Q5_PHYPA	0	0	0.11174	0	0.11174	0	0
Pp1s96_127V6.1 (+1)	0	0	0	0	0.11089	0.11089	0
Pp1s16_51V6.1	0	0	0	0.02241	0	0.02241	0
Pp1s31_53V6.1 (+1)	0	0	0	0	0	0	0.08124
Pp1s77_164V6.1 (+2)	0.11392	0	0	0	0	0	0
Pp1s3_208V6.1	0.19686	0	0	0	0	0	0.27075
Pp1s229_21V6.1 (+2)	0	0	0.24266	0	0	0	0
Pp1s83_248V6.1	0	0	0	0	0	0.11952	0.11952
Pp1s23_342V6.1	0	0	0	0.093479	0.093479	0	0
Pp1s114_164V6.1	0	0	0	0.19049	0	0	0
Pp1s347_9V6.1 (+1)	0	0	0	0	0	0	0.20962
Pp1s38_7V6.1	0	0	0	0	0.062183	0.062183	0
Pp1s201_31V6.1	0	0	0	0.17883	0	0	0.17883
Pp1s28_214V6.1	0.10842	0	0	0	0	0	0.10842
Pp1s51_136V6.1 (+1)	0	0	0.055024	0	0	0	0
Pp1s86_212V6.1	0	0	0	0	0.17883	0	0.17883
Pp1s19_142V6.1	0	0	0	0	0.14653	0.14653	0
Pp1s245_17V6.1	0.071307	0	0	0	0	0	0
Pp1s53_22V6.1	0	0	0.14801	0	0	0	0
Pp1s122_101V6.1 (+1)	0.092295	0	0	0.092295	0	0	0
Pp1s145_46V6.1 (+1)	0	0	0.54925	0	0	0	0
Pp1s7_267V6.1	0	0	0.059396	0	0	0	0
Pp1s3_490V6.1	0	0	0	0	0	0	0
Pp1s201_62V6.1	0.020176	0	0	0	0	0	0
Pp1s81_46V6.1 (+2)	0	0	0	0.077156	0.077156	0	0
Pp1s73_193V6.1	0	0	0	0	0	0	0
Pp1s274_85V6.1	0	0	0	0	0	0	0
Pp1s257_73V6.1 (+4)	0	0	0	0	0	0	0
Pp1s80_71V6.1 (+3)	0.053805	0	0	0	0	0.053805	0
Pp1s155_107V6.1	0	0	0	0	0	0	0
Pp1s37_83V6.1	0	0	0	0	0	0	0.092883
Pp1s5_178V6.1	0	0	0	0	0	0	0
Pp1s62_201V6.2	0	0	0	0	0	0	0.031151
Pp1s201_26V6.1 (+1)	0	0	0	0	0	0.15427	0
Pp1s119_54V6.1 (+1)	0	0	0	0	0	0	0
Pp1s11_56V6.1 (+1)	0	0	0	0	0	0	0
Pp1s120_113V6.1 (+1)	0	0	0	0	0	0	0
Pp1s136_80V6.1	0	0	0	0	0	0	0
Pp1s138_118V6.1 (+4)	0	0	0	0	0	0	0
Pp1s14_318V6.1 (+1)	0	0	0	0	0	0	0
Pp1s161_119V6.1	0	0	0	0	0	0	0
Pp1s167_149V6.1	0	0	0	0	0	0	0
Pp1s183_4V6.1	0	0	0	0	0	0	0
Pp1s187_77V6.1 (+2)	0	0	0	0	0	0	0
Pp1s18_93V6.1 (+4)	0	0	0	0	0	0	0
Pp1s20_332V6.1	0	0	0	0	0	0	0
Pp1s215_12V6.1	0	0	0	0	0	0	0
Pp1s216_49V6.1 (+1)	0	0	0	0	0	0	0
Pp1s21_311V6.1 (+2)	0	0	0	0	0	0	0
Pp1s221_58V6.1	0	0	0	0	0	0	0
Pp1s235_137V6.1	0	0	0	0	0	0	0
Pp1s23_193V6.1 (+1)	0	0	0	0	0	0	0
Pp1s242_11V6.1	0	0	0	0	0	0	0
Pp1s246_126V6.1	0	0	0	0	0	0	0
Pp1s257_28V6.1 (+1)	0	0	0	0	0	0	0
Pp1s273_14V6.1 (+2)	0	0	0	0	0	0	0
Pp1s274_75V6.2 (+2)	0	0	0	0	0	0	0
Pp1s287_63V6.1 (+2)	0	0	0	0	0	0	0
Pp1s298_60V6.1 (+1)	0	0	0	0	0	0	0
Pp1s30_41V6.1	0	0	0	0	0	0	0
Pp1s31_282V6.1	0	0	0	0	0	0	0
Pp1s323_19V6.1	0	0	0	0	0	0	0
Pp1s336_25V6.1 (+2)	0	0	0	0	0	0	0
Pp1s338_11V6.1	0	0	0	0	0	0	0
Pp1s33_129V6.1	0	0	0	0	0	0	0
Pp1s35_259V6.1	0	0	0	0	0	0	0
Pp1s36_114V6.1	0	0	0	0	0	0	0.37106
Pp1s372_57V6.1	0	0	0	0	0	0	0
Pp1s37_31V6.1	0	0	0	0	0	0	0
Pp1s382_2V6.1 (+6)	0	0	0	0	0	0	0
Pp1s39_323V6.1 (+3)	0	0	0	0	0	0	0
Pp1s43_170V6.1 (+3)	0	0	0	0	0	0	0
Pp1s44_320V6.1	0	0	0	0	0	0	0
Pp1s45_265V6.1 (+1)	0	0	0	0	0	0	0
Pp1s45_280V6.1	0	0	0	0	0	0	0
Pp1s465_25V6.1 (+1)	0	0	0	0	0	0	0
Pp1s55_123V6.1	0	0	0	0	0	0	0
Pp1s59_81V6.1	0	0	0	0	0	0	0
Pp1s61_296V6.1	0	0	0	0	0	0	0
Pp1s63_179V6.1	0	0	0	0	0	0	0
Pp1s67_222V6.1 (+1)	0	0	0	0	0	0	0
Pp1s73_48V6.1	0	0	0	0	0	0	0
Pp1s74_122V6.1	0	0	0	0	0	0	0
Pp1s7_102V6.1	0	0	0	0	0	0	0
Pp1s83_247V6.1 (+1)	0	0	0	0	0	0	0
Pp1s93_73V6.1 (+1)	0	0	0	0	0	0	0
Pp1s94_163V6.1 (+2)	0	0	0	0	0	0	0
Pp1s9_476V6.1	0	0	0	0	0	0	0
Pp1s626_4V6.1 (+1)	0	0	0	0	0	0	0
Pp1s18_199V6.1	0	0	0	0	0	0	0
Pp1s59_275V6.1	0	0	0	0	0	0	0
Pp1s163_59V6.1	0	0	0	0	0	0	0
Pp1s37_341V6.1 (+1)	0	0	0	0	0	0	0
Pp1s128_141V6.1 (+2)	0	0	0	0	0	0	0
Pp1s199_7V6.1	0	0	0.11329	0	0	0	0
Pp1s238_21V6.1	0	0	0	0	0	0	0
Pp1s131_195V6.1	0	0	0	0	0	0	0
Pp1s300_44V6.1	0	0	0	0	0	0	0
Pp1s103_67V6.1	0	0	0	0	0	0	0
Pp1s2_589V6.1	0	0	0	0	0	0	0
Pp1s161_29V6.1	0	0	0	0	0	0	0
Pp1s42_224V6.1	0	0	0	0	0	0	0
Pp1s144_89V6.1 (+1)	0	0	0	0	0	0	0
Pp1s168_28V6.1 (+2)	0	0	0	0	0	0	0
Pp1s227_10V6.1	0	0	0	0	0	0	0
Pp1s238_46V6.1 (+1)	0	0	0	0	0	0	0
Pp1s23_225V6.1 (+2)	0	0	0	0	0	0	0
Pp1s5_381V6.1 (+1)	0	0	0	0	0	0	0
Pp1s12_289V6.1 (+1)	0	0	0	0	0	0	0
Pp1s15_157V6.1	0	0	0	0	0	0	0
Pp1s433_15V6.1 (+1)	0	0	0	0	0	0	0
Pp1s249_65V6.1 (+2)	0	0	0	0	0	0	0
Pp1s209_83V6.1 (+2)	0	0	0	0	0	0	0
Pp1s17_207V6.1	0	0	0	0	0	0	0
Pp1s22_18V6.1	0	0	0	0	0	0	0
Pp1s8_209V6.1 (+2)	0	0	0	0	0	0	0
Pp1s111_37V6.1	0	0	0	0	0	0	0
Pp1s336_43V6.1	0	0	0	0	0	0	0
Pp1s426_19V6.1	0	0	0	0	0	0	0
Pp1s9_410V6.1 (+1)	0	0	0	0	0	0	0
Pp1s107_27V6.1	0	0	0	0	0	0	0
Pp1s93_182V6.1	0	0	0	0	0	0	0
Pp1s136_98V6.1 (+1)	0	0	0	0	0	0	0
Pp1s538_1V6.1	0	0	0	0	0	0	0
Pp1s167_142V6.1	0	0	0	0.06038	0	0	0
Pp1s51_166V6.1 (+1)	0	0	0	0	0	0	0
Pp1s152_141V6.1 (+3)	0	0	0.13691	0	0	0	0
Pp1s204_102V6.1	0	0	0	0	0	0	0
Pp1s180_116V6.1	0	0	0	0	0	0	0
Pp1s23_25V6.1	0	0	0	0	0	0	0
Pp1s196_63V6.1	0	0	0	0	0	0	0
Pp1s23_35V6.1 (+1)	0	0	0	0	0	0	0
Pp1s303_47V6.1	0	0	0	0	0	0	0
Pp1s254_31V6.1 (+1)	0	0	0	0	0	0	0
Pp1s16_329V6.1	0	0	0	0	0	0	0
Pp1s31_190V6.1	0	0	0	0	0	0	0
Pp1s182_90V6.1	0	0	0	0	0	0	0
Pp1s217_43V6.1	0	0	0	0	0	0	0
Pp1s10_254V6.1	0	0	0	0	0	0	0
Pp1s165_66V6.1	0	0	0	0	0	0	0
Pp1s21_222V6.1	0	0	0	0	0	0	0
Pp1s22_268V6.1 (+1)	0	0	0	0	0	0	0.093779
Pp1s99_129V6.1	0	0	0	0	0	0	0
Pp1s49_32V6.1	0	0	0	0	0	0	0
Pp1s105_137V6.1	0	0	0	0	0	0	0
Pp1s117_96V6.1	0	0	0	0	0	0	0
Pp1s1_696V6.1 (+1)	0	0	0	0	0	0	0
Pp1s111_160V6.1	0	0	0	0	0	0	0
Pp1s99_118V6.1	0	0	0	0	0	0	0
Pp1s98_210V6.1	0	0	0	0	0	0	0
Pp1s355_57V6.1 (+1)	0	0	0	0	0	0	0
Pp1s35_255V6.1	0	0	0	0	0	0	0
Pp1s134_113V6.1	0	0	0	0	0	0	0
Pp1s247_27V6.1 (+1)	0	0	0.055654	0	0	0	0
Pp1s22_272V6.1	0	0	0	0	0	0	0
Pp1s49_270V6.1	0	0	0	0	0	0	0
Pp1s22_311V6.1	0	0	0	0	0	0	0
Pp1s90_133V6.1 (+1)	0	0	0	0	0	0	0
Pp1s65_181V6.1	0	0	0	0	0.077567	0	0
Pp1s16_305V6.1	0	0	0	0	0	0	0
Pp1s444_10V6.3	0	0	0	0	0	0	0
Pp1s115_125V6.1 (+5)	0	0	0	0	0	0	0
Pp1s44_238V6.1	0	0	0	0	0.064665	0	0
Pp1s16_360V6.1	0	0	0	0	0	0	0
Pp1s17_213V6.1	0	0	0	0	0	0	0
Pp1s1_348V6.1 (+4)	0	0	0	0	0	0	0
REV_Pp1s253_27V6.1	0	0	0	0	0	0	0
Pp1s77_4V6.1	0	0	0	0	0	0	0
REV_Pp1s452_20V6.1	0	0	0	0	0	0	0
Pp1s46_212V6.1	0	0	0	0	0	0	0
Pp1s104_158V6.1	0	0	0	0	0	0	0
Pp1s162_167V6.1	0	0	0	0	0	0	0
Pp1s3_192V6.1	0	0	0	0	0	0	0
Pp1s150_13V6.1	0	0	0	0	0	0	0
Pp1s183_39V6.1	0	0	0	0	0	0	0
Pp1s131_107V6.1	0	0	0	0	0	0	0
Pp1s84_119V6.1	0	0	0	0	0	0	0
Pp1s6_137V6.1	0	0	0	0	0	0	0
Pp1s33_207V6.1 (+1)	0	0	0	0	0	0	0
Pp1s185_2V6.1	0	0	0	0	0	0	0
Pp1s42_88V6.2 (+2)	0	0	0	0	0	0	0
Pp1s71_289V6.1	0	0	0	0	0	0	0
Pp1s121_25V6.1	0	0	0	0	0	0	0
Pp1s43_204V6.1	0	0	0	0	0	0	0
Pp1s364_56V6.1 (+1)	0	0	0	0	0	0	0
Pp1s207_6V6.1	0	0	0	0	0	0	0
Pp1s126_198V6.1	0	0	0	0	0	0	0
Pp1s77_89V6.1	0	0	0	0	0	0	0
Pp1s293_5V6.1	0	0	0	0	0	0	0
Pp1s27_120V6.1 (+2)	0	0	0.10491	0	0	0	0
Pp1s1_180V6.1	0	0	0	0	0	0.070788	0
Pp1s101_151V6.1	0	0	0	0	0	0	0
Pp1s101_28V6.1 (+2)	0	0	0	0	0	0	0
Pp1s110_99V6.1	0	0	0	0	0	0	0
Pp1s136_59V6.1	0	0	0	0	0	0	0
Pp1s13_236V6.1	0	0	0	0	0	0	0
Pp1s145_30V6.1 (+1)	0	0	0	0	0	0	0
Pp1s14_251V6.1	0	0	0	0	0	0	0
Pp1s169_172V6.1 (+1)	0	0	0	0	0	0	0
Pp1s16_308V6.2	0	0	0	0	0	0	0
Pp1s171_149V6.1	0	0	0	0	0	0	0
Pp1s175_135V6.1	0	0	0	0	0	0	0
Pp1s19_33V6.1	0	0	0	0	0	0	0
Pp1s1_315V6.1	0	0	0	0	0	0	0
Pp1s207_105V6.1 (+2)	0	0	0	0	0	0	0
Pp1s219_50V6.1	0	0	0	0	0	0	0
Pp1s21_390V6.1 (+1)	0	0	0	0	0	0	0
Pp1s221_75V6.1	0	0	0	0	0	0	0
Pp1s232_82V6.1	0	0	0	0	0	0	0
Pp1s252_26V6.1	0	0	0	0	0	0	0
Pp1s257_105V6.1	0	0	0	0	0	0	0
Pp1s267_16V6.1	0	0	0	0	0	0	0
Pp1s283_76V6.1	0	0	0	0	0	0	0
Pp1s297_21V6.1 (+3)	0	0	0	0	0	0	0
Pp1s2_226V6.1	0	0	0	0	0	0	0
Pp1s33_211V6.1	0	0	0	0	0	0	0
Pp1s343_46V6.1	0	0	0	0	0	0	0
Pp1s363_21V6.1 (+2)	0	0	0	0	0	0	0
Pp1s36_263V6.1	0	0	0	0	0	0	0
Pp1s37_13V6.1 (+5)	0	0	0	0	0	0	0
Pp1s39_326V6.1	0	0	0	0	0	0	0
Pp1s438_26V6.1	0	0	0	0	0	0	0
Pp1s47_4V6.1 (+3)	0	0	0	0	0	0	0
Pp1s49_23V6.1 (+1)	0	0	0	0	0	0	0
Pp1s55_203V6.1 (+1)	0	0	0	0	0	0	0
Pp1s5_51V6.2	0	0	0	0	0	0	0
Pp1s67_133V6.1 (+3)	0	0	0	0	0	0	0
Pp1s6_369V6.1	0	0	0	0	0	0	0
Pp1s81_37V6.1 (+1)	0	0	0	0	0	0	0
Pp1s81_61V6.1 (+1)	0	0	0	0	0	0	0
Pp1s90_160V6.1	0	0	0	0	0	0	0
Pp1s103_94V6.1 (+1)	0	0	0	0.087584	0	0	0
Pp1s165_106V6.1 (+8)	0	0.26701	0	0	0	0	0
Pp1s10_119V6.1	0	0	0	0.14507	0	0	0
Pp1s286_12V6.1	0	0	0	0.80991	0	0	0
Pp1s17_307V6.2	0	0	0	0	0	0	0
Pp1s1_158V6.1	0	0	0	0	0	0.090576	0
Pp1s75_227V6.1	0.094386	0	0	0	0	0	0
Pp1s288_13V6.1	0	0	0.09318	0	0	0	0
Pp1s25_30V6.1 (+1)	0	0	0	0	0	0	0
Pp1s130_196V6.1	0	0.090017	0	0	0	0	0
Pp1s6_407V6.1	0	0.039945	0	0	0	0	0
Pp1s206_16V6.1	0	0	0	0	0	0	0.10683
Pp1s328_44V6.1 (+3)	0	0.23677	0	0	0	0	0
Pp1s373_1V6.1 (+2)	0	0	0	0.096574	0	0	0
Pp1s90_2V6.1 (+1)	0	0	0	0	0	0.068946	0
Pp1s110_124V6.1	0	0	0	0	0	0	0
Pp1s59_236V6.1	0	0	0	0	0	0	0
REV_Pp1s1_786V6.1	0	0	0	0	0	0	0
Pp1s1_828V6.1 (+1)	0	0	0	0	0	0	0.097218
Pp1s123_105V6.1	0.32422	0	0	0	0	0	0
REV_Pp1s33_98V6.1	0.059884	0	0	0	0	0	0
REV_Pp1s9_51V6.1 (+1)	0.064953	0	0	0	0	0	0
Pp1s131_191V6.1 (+1)	0	0	0	0	0	0	0
Pp1s18_52V6.1 (+1)	0	0	0	0	0.057863	0	0
Pp1s12_29V6.1	0	0	0	0	0	0	0
Pp1s108_187V6.1	0	0	0	0	0	0	0
Pp1s30_44V6.1	0	0	0	0	0	0	0
REV_Pp1s2135_1V6.1	0	0	0	0	0	0	0
Pp1s48_30V6.1 (+1)	0	0	0	0	0	0	0
Pp1s10_103V6.1 (+1)	0	0	0	0	0	0	0
Pp1s36_60V6.1	0	0	0.026267	0	0	0	0
Pp1s241_58V6.1	0	0	0	0	0	0	0
Pp1s14_131V6.1	0	0	0	0	0	0	0
Pp1s270_53V6.1	0	0	0	0	0	0	0
REV_Pp1s287_17V6.1	0	0	0.049427	0	0	0	0.049427
tr|A9U7L0|A9U7L0_PHYPA	0	0	0.21267	0	0	0	0
Pp1s18_223V6.1	0	0	0	0.14294	0	0	0
Pp1s1_441V6.1 (+1)	0	0	0	0	0	0	0
tr|A9TA39|A9TA39_PHYPA	0	0	0	0	0	0	0
REV_Pp1s34_456V6.1	0	0	0	0	0	0	0
Pp1s270_27V6.1	0	0	0	0	0	0	0
REV_Pp1s23_35V6.1 (+1)	0	0	0	0	0	0	0
Pp1s333_11V6.1	0	0	0	0	0	0	0.10882
REV_Pp1s405_35V6.1	0	0	0	0	0	0	0.027795
Pp1s38_85V6.1	0	0	0	0	0	0	0.08124
Pp1s5_359V6.1	0	0	0	0	0	0	0
REV_tr|A9S8Q5|A9S8Q5_PHYPA	0	0	0	0	0	0	0
REV_tr|A9S3Q1|A9S3Q1_PHYPA	0	0	0	0	0	0	0
Pp1s140_59V6.1 (+1)	0	0	0	0	0	0	0
Pp1s21_417V6.1 (+3)	0	0	0	0	0	0	0
Pp1s140_63V6.1	0	0	0	0	0	0	0
Pp1s87_129V6.1	0	0	0	0	0	0	0
Pp1s34_313V6.1	0	0	0	0	0	0	0.024771
Pp1s3_182V6.1	0	0	0	0	0	0	0
Pp1s266_46V6.1	0	0	0	0	0	0	0
REV_Pp1s540_11V6.1	0	0	0	0	0	0	0
REV_Pp1s78_20V6.1	0.044183	0	0	0	0	0	0
Pp1s309_26V6.1 (+2)	0	0	0	0	0	0	0
Pp1s140_12V6.1	0	0.037771	0	0.037771	0	0	0
Pp1s65_295V6.1	0	0	0	0	0	0	0
Pp1s381_4V6.1	0	0	0	0	0	0	0
Pp1s236_45V6.1	0	0	0	0.094386	0	0	0.094386
REV_Pp1s2_238V6.1 (+1)	0	0	0	0	0	0	0
tr|A9RQK3|A9RQK3_PHYPA	0.092588	0	0	0	0	0	0
Pp1s150_125V6.2	0	0	0	0	0	0	0
Pp1s211_70V6.1	0	0	0	0	0	0	0.039458
tr|A9T8I9|A9T8I9_PHYPA	0	0	0	0	0	0	0
Pp1s6_409V6.1 (+3)	0	0	0	0	0	0	0
Pp1s219_102V6.1 (+2)	0	0	0	0	0	0	0
REV_Pp1s112_113V6.1	0.051614	0	0	0	0	0	0.051614
Pp1s12_202V6.1	0.020517	0	0	0	0	0	0
Pp1s162_108V6.1	0	0	0	0	0	0	0
Pp1s311_23V6.1	0	0	0	0	0	0	0
Pp1s246_44V6.1	0	0	0	0	0	0	0
REV_Pp1s300_46V6.1	0	0	0	0	0	0	0
tr|A9T312|A9T312_PHYPA	0	0	0	0	0.042323	0	0
REV_Pp1s161_6V6.1	0	0	0	0	0	0	0
Pp1s2_40V6.1	0	0	0	0	0	0	0
REV_Pp1s136_182V6.1	0	0	0	0	0	0	0
REV_tr|A9S3F1|A9S3F1_PHYPA	0	0	0	0	0	0	0
Pp1s35_285V6.1	0	0	0	0	0	0	0
tr|A9U745|A9U745_PHYPA	0	0	0	0	0	0	0
Pp1s22_38V6.1	0	0	0	0	0	0	0.22777
REV_Pp1s241_59V6.1 (+2)	0	0	0	0	0	0	0
REV_Pp1s59_78V6.1	0	0	0	0	0	0	0
